Ticker	Yearly Change	Percentage Charge	Stock Volume	Quote at BoY	Quote at EoY	LTM_Max	LTM_Min			Ticker	Value
AFS-A	0.95	4.05%	 3,375,900 	23.44	24.39	25.56	23.42				
AFS-B	0.97	3.99%	 3,889,600 	24.33	25.3	25.83	24.33				
AFS-C	0.48	1.91%	 2,817,500 	25.08	25.56	26.12	25.03				
AFS-D	0.36	1.44%	 8,699,200 	25.05	25.41	25.87	24.86				
AFSD	1.28	5.21%	 8,611,600 	24.56	25.84	25.84	24.36				
AFSS	0.77	3.10%	 5,250,200 	24.87	25.64	25.64	24.39				
AFST	1.07	4.31%	 3,310,700 	24.8	25.87	26.49	24.8				
AFT	-1.48	-8.90%	 20,018,500 	16.63	15.15	18.48	14.65				
AFW	-0.49	-1.85%	 3,190,300 	26.55	26.06	27.22	25.46				
AG	-1.75	-34.86%	 464,325,700 	5.02	3.27	6.78	2.81				
AGC	-0.75	-11.90%	 31,379,300 	6.3	5.55	7	5.24				
AGCO	0.19	0.42%	 295,115,900 	45.2	45.39	57.87	42.72				
AGD	-0.99	-10.06%	 12,057,800 	9.84	8.85	10.57	8.46				
AGI	-3.84	-53.86%	 261,770,700 	7.13	3.29	8.46	2.85				
AGM	1.23	4.05%	 9,945,700 	30.34	31.57	33.01	22.41				
AGM-A	0.3	1.20%	 1,052,400 	25.1	25.4	26.72	24.5				
AGM-B	0.53	2.00%	 648,800 	26.47	27	28.25	25.5				
AGM-C	0.77	3.03%	 621,500 	25.38	26.15	27.56	25				
AGM.A	4.31	18.96%	 98,800 	22.73	27.04	29.2	20.75				
AGN	99.91	47.00%	 619,008,000 	212.59	312.5	339.5	209.37				
AGN-A	-8.16	-0.79%	 3,944,600 	1037.15	1028.99	1134.7	893.06				
AGO	0.44	1.69%	 427,156,200 	25.99	26.43	29.52	23.62				
AGO-B	0.29	1.14%	 1,245,800 	25.41	25.7	26.04	24.73				
AGO-E	0.1	0.39%	 3,181,700 	25.34	25.44	25.86	24				
AGO-F	0.99	4.14%	 2,021,200 	23.92	24.91	25.07	22.75				
AGR	2.28	6.31%	 25,386,200 	36.12	38.4	38.4	33.26				
AGRO	4.28	53.43%	 71,918,000 	8.01	12.29	12.45	7.59				
AGU	-5.38	-5.68%	 168,943,100 	94.72	89.34	116.39	87.38				
AGX	-1.24	-3.69%	 27,900,000 	33.64	32.4	41.41	30.41				
AHC	-5.38	-51.83%	 18,850,200 	10.38	5	10.74	4.35				
AHH	0.99	10.43%	 31,659,300 	9.49	10.48	11.54	9.49				
AHL	4.53	10.35%	 76,864,200 	43.77	48.3	51.19	42.32				
AHL-A	-0.97	-3.71%	 4,273,000 	26.17	25.2	26.74	24.73				
AHL-B	0.1	0.38%	 4,383,400 	26.18	26.28	26.8	25.61				
AHL-C	0.53	2.10%	 9,932,100 	25.26	25.79	26.17	24.72				
AHP	-2.66	-15.50%	 47,052,000 	17.16	14.5	17.99	11.55				
AHS	11.45	58.42%	 170,925,400 	19.6	31.05	37.21	18.2				
AHT	-4.17	-39.79%	 211,982,200 	10.48	6.31	11.01	6.08				
AHT-A	-0.53	-2.06%	 901,500 	25.78	25.25	26.34	25.03				
AHT-D	-0.34	-1.33%	 4,801,600 	25.53	25.19	26.2	24.88				
AI	-13.38	-50.28%	 79,077,100 	26.61	13.23	27.02	12.1				
AIB	0.22	0.87%	 3,565,400 	25.19	25.41	25.98	24.81				
AIC	-5.68	-22.86%	 776,200 	24.85	19.17	25.39	17.51				
AIF	-2.07	-12.97%	 13,002,400 	15.96	13.89	16.6	13.6				
AIG	5.96	10.64%	 2,092,639,300 	56.01	61.97	64.54	48.87				
AIG.W	-0.86	-3.49%	 25,763,000 	24.62	23.76	29.4	20.43				
AIN	-1.44	-3.79%	 24,990,700 	37.99	36.55	41.15	28.19				
AIR	-1.49	-5.36%	 69,895,700 	27.78	26.29	33.45	18.69				
AIT	-5.1	-11.19%	 66,041,700 	45.59	40.49	45.59	37.63				
AIV	2.88	7.75%	 316,016,300 	37.15	40.03	41.19	34.85				
AIV-A	-0.48	-1.84%	 3,473,100 	26.12	25.64	28.25	25.3				
AIW	-4.2	-17.36%	 661,400 	24.2	20	25.25	18.61				
AIY	0.02	0.08%	 3,496,400 	25.04	25.06	26.28	24.84				
AIZ	12.11	17.70%	 153,793,600 	68.43	80.54	86.81	59.86				
AJG	-6.14	-13.04%	 252,424,800 	47.08	40.94	49.5	40.08				
AJRD	-6.64	-29.78%	 55,543,100 	22.3	15.66	24.27	15.07				
AJX	-1.88	-13.43%	 11,001,900 	14	12.12	14.83	11.82				
AKO.A	1.98	13.85%	 800,900 	14.3	16.28	18.99	12.3				
AKO.B	0.41	2.41%	 11,888,700 	17	17.41	23.97	14.91				
AKP	0.53	3.91%	 5,246,100 	13.56	14.09	14.28	13.23				
AKR	1.12	3.50%	 82,267,900 	32.03	33.15	36.81	28.46				
AKS	-3.7	-62.29%	 2,210,292,700 	5.94	2.24	5.97	2.04				
AL	-0.83	-2.42%	 184,131,300 	34.31	33.48	40.21	29.83				
ALB	-4.12	-6.85%	 365,746,200 	60.13	56.01	64.38	41.78				
ALDW	10.34	80.09%	 53,114,100 	12.91	23.25	26.26	12.58				
ALE	-4.31	-7.82%	 67,765,600 	55.14	50.83	59.19	45.66				
ALEX	-3.95	-10.06%	 43,562,500 	39.26	35.31	43.52	33.34				
ALG	3.66	7.56%	 13,042,200 	48.44	52.1	64.34	44.3				
ALJ	2.17	17.13%	 260,242,200 	12.67	14.84	22.86	10.66				
ALK	20.75	34.72%	 347,768,700 	59.76	80.51	86.33	58.77				
ALL	-8.16	-11.62%	 681,286,900 	70.25	62.09	72.58	56.99				
ALL-A	-1.02	-3.87%	 58,671,900 	26.38	25.36	26.46	25.29				
ALL-B	-1.14	-4.24%	 24,794,200 	26.88	25.74	27.09	25.62				
ALL-C	0.7	2.60%	 5,614,600 	26.95	27.65	27.99	26.28				
ALL-D	0.87	3.25%	 3,438,300 	26.81	27.68	27.96	26.07				
ALL-E	1.42	5.39%	 12,781,500 	26.33	27.75	27.75	26.07				
ALL-F	1.12	4.36%	 3,757,800 	25.7	26.82	27.06	25.2				
ALLE	10.46	18.86%	 164,936,800 	55.46	65.92	68.03	52.79				
ALLY	-4.98	-21.08%	 1,007,582,600 	23.62	18.64	23.88	18.33				
ALP-O	1.63	6.04%	 383,700 	26.97	28.6	29.35	25.66				
ALR	1.09	2.87%	 151,791,700 	38	39.09	55.39	36.72				
ALR-B	-33.8	-10.73%	 574,100 	315	281.2	361.1	275				
ALSN	-8.01	-23.63%	 374,355,500 	33.9	25.89	33.9	24.64				
ALV	18.65	17.57%	 133,768,500 	106.12	124.77	130.81	96.57				
ALX	-53.07	-12.14%	 1,028,600 	437.18	384.11	481.9	357.5				
AM	-4.68	-17.02%	 91,809,200 	27.5	22.82	29.33	16.91				
AMBR	-5.13	-50.20%	 27,784,900 	10.22	5.09	10.52	3.54				
AMC	-2.18	-8.33%	 67,888,600 	26.18	24	35.86	22.91				
AME	0.96	1.82%	 314,230,800 	52.63	53.59	57.5	47.9				
AMFW	-6.5	-50.23%	 57,621,700 	12.94	6.44	14.79	5.85				
AMG	-52.48	-24.73%	 107,729,400 	212.24	159.76	228.02	144.01				
AMH	-0.37	-2.17%	 396,924,100 	17.03	16.66	17.48	15.3				
AMH-A	1.05	4.26%	 2,682,300 	24.65	25.7	27.2	24.65				
AMH-B	1.45	5.88%	 2,117,100 	24.66	26.11	27	24.65				
AMH-C	0.97	3.92%	 4,739,100 	24.74	25.71	26.45	24.68				
AMID	-11.62	-58.95%	 46,360,800 	19.71	8.09	20.78	4				
AMP	-25.83	-19.53%	 302,469,100 	132.25	106.42	137.81	103.08				
AMRC	-0.75	-10.71%	 15,489,000 	7	6.25	7.91	5.36				
AMT	-1.9	-1.92%	 598,547,800 	98.85	96.95	104.06	87.01				
AMT-A	-9.701	-8.96%	 3,222,900 	108.2685	98.5675	112.3625	89				
AMT-B	-1.12	-1.10%	 13,159,700 	102.12	101	109.39	95.56				
AMX	-8.12	-36.61%	 1,018,125,200 	22.18	14.06	23.58	14.06				
AN	-0.75	-1.24%	 211,562,000 	60.41	59.66	66.2	56.12				
ANET	17.08	28.11%	 177,504,500 	60.76	77.84	87.68	56.71				
ANF	-1.64	-5.73%	 734,030,900 	28.64	27	29.33	16.45				
ANFI	-5.24	-36.52%	 110,448,300 	14.35	9.11	14.35	2.84				
ANH	-0.9	-17.14%	 194,625,500 	5.25	4.35	5.36	4.35				
ANH-A	-0.77	-3.05%	 841,900 	25.27	24.5	25.86	24.1				
ANH-B	0.25	1.09%	 305,300 	22.85	23.1	23.98	22.61				
ANH-C	-0.91	-3.72%	 825,900 	24.48	23.57	24.66	22.93				
ANTM	13.77	10.96%	 499,143,200 	125.67	139.44	171.04	123.26				
ANTX	-6.61	-12.55%	 36,236,800 	52.66	46.05	54.44	43.75				
ANW	-5.66	-40.37%	 57,994,000 	14.02	8.36	15.53	6.54				
AOD	-0.81	-9.54%	 91,324,200 	8.49	7.68	9.14	7.46				
AOI	-4.33	-27.41%	 86,861,600 	15.8	11.47	25.94	8.6				
AON	-2.62	-2.76%	 307,584,900 	94.83	92.21	104.52	88.4				
AOS	10.1	35.81%	 164,787,300 	28.205	38.305	40.43	27.115				
AP	-8.99	-46.70%	 7,771,900 	19.25	10.26	19.25	9.71				
APA	-18.2	-29.04%	 1,126,076,200 	62.67	44.47	71.4	36.2				
APAM	-14.47	-28.64%	 75,249,300 	50.53	36.06	50.6	34.06				
APB	-1.21	-10.73%	 3,273,000 	11.28	10.07	13.29	9.83				
APC	-33.92	-41.12%	 1,259,422,600 	82.5	48.58	94.54	45.67				
APD	-14.12	-9.79%	 302,801,400 	144.23	130.11	158.13	125.25				
APF	-1.02	-6.87%	 3,197,100 	14.85	13.83	16.7	12.52				
APH	-1.58	-2.94%	 286,787,000 	53.81	52.23	60.2	49.06				
APLE	1.97	10.94%	 220,865,000 	18	19.97	20.68	16.38				
APO	-8.4	-35.62%	 263,099,300 	23.58	15.18	25.69	14.5				
APTS	1.87	16.68%	 18,713,000 	11.21	13.08	13.66	9.82				
APU	-13.65	-28.48%	 60,747,400 	47.92	34.27	52.55	32.21				
AR	-18.78	-46.28%	 571,515,100 	40.58	21.8	45.65	19.12				
ARC	-5.8	-56.75%	 59,428,100 	10.22	4.42	10.22	4.34				
ARCO	-2.3	-42.51%	 140,106,300 	5.41	3.11	6.55	2.57				
ARCX	-3.79	-22.22%	 3,041,600 	17.06	13.27	20.34	11.32				
ARDC	-2.46	-15.55%	 14,876,600 	15.82	13.36	16.65	13.02				
ARE	1.62	1.83%	 99,822,800 	88.74	90.36	102.42	83.4				
ARE-D	0.49	1.81%	 214,600 	27	27.49	27.52	27				
ARE-E	-0.2	-0.77%	 4,543,100 	25.9	25.7	26.79	25.18				
ARES	-4.21	-24.56%	 16,459,900 	17.14	12.93	20.65	12.46				
ARH-C	-0.08	-0.30%	 4,065,300 	26.97	26.89	27.84	25.21				
ARI	0.87	5.32%	 122,292,100 	16.36	17.23	17.95	15.62				
ARI-A	-0.27	-1.03%	 1,068,600 	26.14	25.87	26.9	25.21				
ARL	0.16	2.93%	 837,400 	5.46	5.62	7.49	4.2				
ARMK	1.1	3.53%	 500,104,400 	31.15	32.25	34.03	28.81				
AROC	-5.08	-40.32%	 35,288,200 	12.6	7.52	12.6	7.21				
ARR	18.08	491.30%	 492,325,000 	3.68	21.76	22.91	2.62				
ARR-A	-1.91	-7.70%	 1,315,600 	24.81	22.9	25.25	21.58				
ARR-B	-3.75	-15.59%	 4,472,200 	24.05	20.3	24.2	20.08				
ARU	-0.25	-0.98%	 3,638,600 	25.55	25.3	26	25				
ARW	-3.71	-6.41%	 149,178,900 	57.89	54.18	64.67	50.79				
ASA	-2.94	-29.08%	 27,245,500 	10.11	7.17	12.28	6.8				
ASB	0.12	0.64%	 221,734,600 	18.63	18.75	20.84	16.62				
ASB-C	1.45	5.91%	 1,590,700 	24.55	26	26.07	24.51				
ASC	0.75	6.27%	 54,827,300 	11.97	12.72	14.79	9.88				
ASG	-0.58	-11.24%	 15,283,600 	5.16	4.58	5.37	4.5				
ASGN	11.76	35.43%	 89,298,200 	33.19	44.95	47.64	31.27				
ASH	-17.06	-14.25%	 165,634,000 	119.76	102.7	131.52	98.93				
ASPN	-1.91	-23.93%	 17,706,300 	7.98	6.07	8.93	5.34				
ASR	8.83	6.70%	 14,607,800 	131.84	140.67	165.82	126.03				
ASX	-0.46	-7.50%	 356,817,600 	6.13	5.67	7.89	4.69				
AT	-0.74	-27.31%	 172,112,900 	2.71	1.97	3.31	1.6				
ATEN	2.2	50.46%	 109,506,100 	4.36	6.56	8.1	4.01				
ATHM	-1.44	-3.96%	 242,513,800 	36.36	34.92	55.02	28.42				
ATI	-23.52	-67.64%	 419,037,800 	34.77	11.25	37.45	10.46				
ATO	7.3	13.10%	 144,870,900 	55.74	63.04	64.25	51.28				
ATR	5.81	8.69%	 78,970,900 	66.84	72.65	75.72	61.38				
ATTO	-0.71	-6.79%	 16,477,700 	10.45	9.74	14.38	8.82				
ATU	-3.28	-12.04%	 186,748,200 	27.24	23.96	27.24	17.57				
ATV	3.76	223.81%	 16,957,000 	1.68	5.44	19.2	0.48				
ATW	-18.14	-63.94%	 679,998,800 	28.37	10.23	35.35	10.12				
AU	-1.6	-18.39%	 950,836,900 	8.7	7.1	12.99	5.68				
AUO	-2.18	-42.83%	 471,337,100 	5.09	2.91	6.01	2.4				
AUY	-2.16	-53.73%	 2,635,975,400 	4.02	1.86	4.73	1.47				
AV	0.31	2.08%	 68,033,300 	14.9	15.21	17.52	13.17				
AVA	0.02	0.06%	 80,887,900 	35.35	35.37	38.3	29.93				
AVAL	-3.87	-37.25%	 89,350,800 	10.39	6.52	10.69	6.07				
AVB	20.74	12.69%	 191,130,500 	163.39	184.13	185.54	159.08				
AVD	2.39	20.57%	 51,553,400 	11.62	14.01	15.78	9.9				
AVG	0.31	1.57%	 108,475,300 	19.74	20.05	28.79	18.22				
AVH	-7.46	-63.60%	 55,818,600 	11.73	4.27	13.06	3.59				
AVK	-2.83	-17.31%	 27,134,300 	16.35	13.52	17.51	12.96				
AVP	-5.34	-56.87%	 2,893,798,800 	9.39	4.05	9.39	2.5				
AVT	-0.18	-0.42%	 225,784,100 	43.02	42.84	47.12	38.63				
AVV	-1.4	-5.02%	 8,074,000 	27.87	26.47	28.46	26				
AVX	-1.86	-13.29%	 57,011,400 	14	12.14	15.04	12.09				
AVY	10.78	20.78%	 198,352,700 	51.88	62.66	66.18	51.07				
AWF	-1.65	-13.27%	 52,737,400 	12.43	10.78	12.79	10.51				
AWH	-0.73	-1.93%	 135,468,200 	37.92	37.19	44.84	35.1				
AWI	-5.39	-10.54%	 161,919,600 	51.12	45.73	59.99	44.71				
AWK	6.45	12.10%	 221,916,300 	53.3	59.75	60.61	48.63				
AWP	-1.44	-19.97%	 74,859,500 	7.21	5.77	7.21	5.56				
AWR	4.29	11.39%	 44,816,400 	37.66	41.95	43.57	36				
AXE	-28.07	-31.73%	 52,533,200 	88.46	60.39	88.46	56.66				
AXL	-3.65	-16.16%	 311,036,400 	22.59	18.94	26.04	18.64				
AXON	-11.87	-39.70%	 93,960,900 	29.9	18.03	29.9	11.08				
AXP	-23.49	-25.25%	 1,605,285,400 	93.04	69.55	93.04	67.87				
AXR	0.51	13.28%	 2,220,900 	3.84	4.35	5.67	3.76				
AXS	5.13	10.04%	 168,115,200 	51.09	56.22	59.77	48.1				
AXS-C	0.1	0.37%	 4,018,000 	26.72	26.82	27.8	25.65				
AXS-D	2	8.59%	 5,896,300 	23.28	25.28	25.44	23.28				
AXTA	0.63	2.42%	 424,415,100 	26.02	26.65	36.37	24.49				
AYI	93.73	66.92%	 104,331,600 	140.07	233.8	240.14	134.81				
AYR	-0.48	-2.25%	 98,748,500 	21.37	20.89	25.36	19.09				
AZN	-36.43	-51.76%	 516,000,400 	70.38	33.95	73.35	30.28				
AZO	122.8	19.83%	 67,157,400 	619.11	741.91	797.29	575.28				
AZZ	8.65	18.44%	 35,357,700 	46.92	55.57	59.88	38.88				
B	-1.62	-4.38%	 62,444,600 	37.01	35.39	41.57	33.98				
BA	14.61	11.24%	 986,530,700 	129.98	144.59	158.31	125.49				
BABA	-22.67	-21.81%	 4,325,788,500 	103.94	81.27	105.03	57.39				
BAC	-1.06	-5.93%	 21,277,761,900 	17.89	16.83	18.45	15.15				
BAC-D	0.71	2.83%	 7,462,700 	25.12	25.83	25.97	25				
BAC-E	1.93	9.43%	 3,631,800 	20.46	22.39	22.39	20.04				
BAC-I	0.52	1.98%	 5,324,200 	26.24	26.76	26.98	25.38				
BAC-L	-70.98	-6.10%	 1,085,200 	1164.25	1093.27	1192.37	1070.12				
BAC-W	1.17	4.58%	 38,324,600 	25.57	26.74	26.92	25.33				
BAC-Y	1.56	6.20%	 59,797,600 	25.16	26.72	26.92	25.15				
BAC.A	-1.22	-17.33%	 104,491,700 	7.04	5.82	7.09	5.47				
BAC.B	-0.44	-61.97%	 32,073,800 	0.71	0.27	0.72	0.26				
BAF	0.44	3.07%	 4,341,400 	14.34	14.78	15.05	13.74				
BAH	4.32	16.28%	 235,689,300 	26.53	30.85	31.13	24.45				
BAK	0.63	4.88%	 162,146,900 	12.91	13.54	15.01	6.42				
BAM	-1.89	-5.66%	 271,202,400 	33.42	31.53	38.66	29.91				
BAN-C	0.18	0.68%	 599,100 	26.4	26.58	27.6	26.21				
BAN-D	0.68	2.69%	 5,675,200 	25.28	25.96	26.35	25.1				
BANC	3.15	27.46%	 50,007,700 	11.47	14.62	15.23	10.25				
BAP	-62.86	-39.24%	 88,569,800 	160.18	97.32	160.18	96.14				
BAS	-4.33	-61.77%	 786,287,900 	7.01	2.68	10.19	2.4				
BAX	-35.14	-47.95%	 1,469,570,300 	73.29	38.15	73.31	32.27				
BBD	-6.3317	-56.83%	 3,150,874,500 	11.1417	4.81	11.65	4.73				
BBDO	-5.555	-51.55%	 866,700 	10.775	5.22	11.6667	5.1				
BBF	0.63	4.51%	 3,495,700 	13.97	14.6	14.63	13.21				
BBG	-7.46	-65.50%	 615,710,200 	11.39	3.93	12.77	2.77				
BBK	0.24	1.51%	 4,983,200 	15.9	16.14	16.87	14.85				
BBL	-20.35	-47.33%	 356,850,100 	43	22.65	51.13	20.72				
BBN	-1.18	-5.32%	 43,749,000 	22.16	20.98	23.42	19.75				
BBT	-1.08	-2.78%	 1,053,595,400 	38.89	37.81	41.6	34.78				
BBT-D	1.37	5.47%	 8,767,400 	25.05	26.42	26.52	24.7				
BBT-E	1.92	7.94%	 22,721,700 	24.19	26.11	26.14	24.03				
BBT-F	2.39	10.52%	 10,563,400 	22.71	25.1	25.14	22.71				
BBT-G	2.29	9.97%	 9,538,500 	22.96	25.25	25.35	22.96				
BBVA	-2.06	-21.94%	 588,106,900 	9.39	7.33	10.65	7.33				
BBW	-7.86	-39.10%	 63,587,800 	20.1	12.24	22.44	11.24				
BBX	-0.8	-4.86%	 7,446,000 	16.45	15.65	19.14	13.43				
BBY	-8.53	-21.88%	 1,251,625,700 	38.98	30.45	41.77	29.04				
BC	-0.75	-1.46%	 241,234,800 	51.26	50.51	56.39	46.5				
BCC	-11.62	-31.28%	 104,803,200 	37.15	25.53	42.96	25.04				
BCE	-7.24	-15.79%	 252,839,800 	45.86	38.62	47.53	38.25				
BCEI	-18.73	-78.04%	 568,601,500 	24	5.27	30.24	3.87				
BCH	-9.53	-13.82%	 12,680,000 	68.94	59.41	71.7	57.48				
BCO	4.45	18.23%	 91,058,300 	24.41	28.86	33.54	22.41				
BCR	22.82	13.70%	 138,885,500 	166.62	189.44	200.53	164.52				
BCRH	-0.6	-3.38%	 3,499,200 	17.75	17.15	18.25	16.06				
BCS	-2.05	-13.66%	 668,531,800 	15.01	12.96	17.98	12.8				
BCS-A	0.16	0.62%	 18,191,100 	25.81	25.97	26.37	25.28				
BCS-D	0.45	1.73%	 30,480,900 	26.08	26.53	27	25.75				
BCX	-2.6	-26.78%	 111,649,000 	9.71	7.11	10.13	6.61				
BDC	-31.13	-39.50%	 82,828,900 	78.81	47.68	95.14	45.1				
BDJ	-0.51	-6.28%	 109,141,700 	8.12	7.61	8.36	7.09				
BDN	-2.32	-14.52%	 455,976,600 	15.98	13.66	17	11.72				
BDN-E	0.41	1.56%	 3,191,300 	26.35	26.76	27.25	25.11				
BDX	14.93	10.73%	 279,723,000 	139.16	154.09	156.53	130.4				
BEL	-2.87	-23.20%	 130,485,200 	12.37	9.5	13.1	8.59				
BEN	-18.55	-33.50%	 702,738,800 	55.37	36.82	55.49	35				
BEP	-4.75	-15.36%	 12,540,700 	30.93	26.18	33.42	22.88				
BERY	4.63	14.68%	 379,189,900 	31.55	36.18	37.46	28.73				
BETR	-4.62	-28.62%	 58,958,700 	16.14	11.52	16.35	10.14				
BF.A	11.175	25.47%	 5,121,800 	43.88	55.055	61.15	43.5				
BF.B	5.72	13.02%	 153,220,200 	43.92	49.64	55.405	43.485				
BFAM	19.79	42.10%	 45,057,100 	47.01	66.8	68.58	44.22				
BFK	0.57	4.02%	 20,758,600 	14.18	14.75	14.89	13.31				
BFO	-0.08	-0.53%	 2,234,700 	15.02	14.94	15.28	14.74				
BFR	5.29	38.36%	 55,604,900 	13.79	19.08	24.77	13.08				
BFS	-5.92	-10.35%	 8,687,400 	57.19	51.27	60.3	47.65				
BFS-C	-0.54	-2.02%	 3,136,500 	26.69	26.15	27.06	25.32				
BFZ	0.97	6.48%	 13,151,300 	14.98	15.95	15.95	14.42				
BG	-22.63	-24.89%	 260,171,600 	90.91	68.28	92.85	61.81				
BGB	-3.11	-18.87%	 39,753,200 	16.48	13.37	16.48	12.96				
BGC	-1.47	-9.87%	 151,811,700 	14.9	13.43	21.1	11.03				
BGCA	-0.44	-1.61%	 2,607,500 	27.35	26.91	28.27	25.97				
BGE-B	0.7	2.77%	 2,247,100 	25.3	26	26.21	25.16				
BGG	-3.12	-15.28%	 109,364,400 	20.42	17.3	21.09	16.18				
BGH	-3.7	-18.33%	 22,151,800 	20.19	16.49	21.43	15.77				
BGR	-7.42	-37.19%	 35,940,000 	19.95	12.53	22.65	12.19				
BGS	5.12	17.12%	 100,485,500 	29.9	35.02	38.07	27.77				
BGT	-0.35	-2.72%	 16,956,800 	12.85	12.5	13.7	12.02				
BGX	-2.05	-13.20%	 12,042,600 	15.53	13.48	16.37	12.89				
BGY	-0.5	-7.42%	 95,196,600 	6.74	6.24	7.57	5.96				
BH	-73.69	-18.45%	 2,174,000 	399.51	325.82	448	325.82				
BHE	-4.77	-18.75%	 80,416,200 	25.44	20.67	25.44	19.56				
BHI	-9.92	-17.69%	 963,967,600 	56.07	46.15	69.13	43.36				
BHK	-0.56	-4.24%	 27,495,100 	13.2	12.64	14.03	12.38				
BHL	0.24	1.88%	 7,348,800 	12.78	13.02	13.55	12.71				
BHLB	2.45	9.19%	 28,178,500 	26.66	29.11	30.4	24.32				
BHP	-21.56	-45.56%	 769,367,400 	47.32	25.76	52.55	23.62				
BID	-17.42	-40.34%	 208,885,400 	43.18	25.76	46.93	25.76				
BIF	-1.31	-14.48%	 25,465,400 	9.05	7.74	9.05	7.31				
BIG	-1.48	-3.70%	 251,070,400 	40.02	38.54	50.96	37.65				
BIO	18.1	15.01%	 34,602,900 	120.56	138.66	151.93	113.77				
BIO.B	17.17	14.25%	 35,800 	120.51	137.68	151.22	117.15				
BIO.W	-0.22	-13.50%	 614,500 	1.63	1.41	2.34	1.4				
BIOA	-2.21	-26.34%	 16,252,400 	8.39	6.18	11	5.13				
BIP	-2.64	-9.46%	 67,013,400 	27.9133	25.2733	31.0267	24.5				
BIT	-0.96	-5.72%	 29,148,000 	16.77	15.81	17.75	15.02				
BITA	-42.13	-59.84%	 246,526,800 	70.41	28.28	89.11	23.49				
BJZ	-0.2	-1.31%	 3,030,300 	15.24	15.04	15.69	14.77				
BK	0.65	1.60%	 1,497,076,000 	40.57	41.22	45.26	35.66				
BK-C	2.79	12.11%	 12,704,800 	23.03	25.82	26.12	23.03				
BKD	-18.21	-49.66%	 740,829,400 	36.67	18.46	38.74	17.69				
BKE	-21.74	-41.39%	 86,383,500 	52.52	30.78	56.07	29.59				
BKFS	5.95	21.95%	 61,497,800 	27.11	33.06	36.25	27.11				
BKH	-6.61	-12.46%	 84,215,700 	53.04	46.43	53.12	37.29				
BKHU	2.98	5.68%	 1,708,000 	52.45	55.43	56	50.58				
BKK	-0.52	-3.17%	 7,263,400 	16.38	15.86	16.74	15.41				
BKN	-1.04	-6.33%	 8,883,900 	16.43	15.39	16.76	14.47				
BKS	-14.51	-62.49%	 269,050,300 	23.22	8.71	28.66	8.64				
BKT	-0.02	-0.31%	 26,516,900 	6.4	6.38	6.52	6.27				
BKU	7.09	24.47%	 195,277,300 	28.97	36.06	39.34	26.74				
BLD	3.77	13.96%	 82,506,500 	27	30.77	35.65	26.95				
BLH	-0.04	-0.27%	 1,604,700 	14.98	14.94	15.15	14.68				
BLK	-17.04	-4.77%	 164,875,200 	357.56	340.52	380.33	293.52				
BLL	4.56	6.69%	 280,229,700 	68.17	72.73	77.16	60.5				
BLOX	-1.82	-9.01%	 189,592,600 	20.21	18.39	27.94	14.06				
BLW	-1.14	-7.25%	 30,378,400 	15.72	14.58	16.25	13.65				
BLX	-4.17	-13.85%	 42,975,000 	30.1	25.93	34.12	22.94				
BMA	14.39	32.91%	 38,572,100 	43.73	58.12	68.02	37.15				
BME	-3.35	-7.85%	 5,629,000 	42.7	39.35	47.45	36.57				
BMI	-0.76	-1.28%	 18,380,500 	59.35	58.59	65.58	55.31				
BML-G	-0.04	-0.22%	 2,040,300 	18.36	18.32	19.38	17.78				
BML-H	0.04	0.22%	 3,514,500 	18.3	18.34	19.48	17.79				
BML-I	0.38	1.50%	 6,525,600 	25.29	25.67	25.87	24.89				
BML-J	1.34	6.60%	 3,552,000 	20.3	21.64	22.14	20				
BML-L	1.32	6.55%	 5,609,000 	20.16	21.48	21.61	19.8				
BMO	-14.31	-20.23%	 195,944,800 	70.73	56.42	70.73	50.02				
BMS	-0.52	-1.15%	 195,556,900 	45.21	44.69	49.33	39.17				
BMY	9.76	16.53%	 1,654,402,300 	59.03	68.79	70.71	57.3				
BNED	-3.24	-24.56%	 51,573,000 	13.19	9.95	15.27	8.7				
BNJ	0	0.00%	 3,208,200 	15.19	15.19	17.1	14				
BNS	-16.64	-29.15%	 213,296,100 	57.08	40.44	57.08	40.3				
BNY	1.22	8.50%	 5,240,200 	14.36	15.58	15.58	13.82				
BOE	-0.37	-2.82%	 48,532,200 	13.13	12.76	14.17	11.97				
BOH	3.59	6.05%	 61,416,200 	59.31	62.9	69.22	54.53				
BOI	-1.69	-10.28%	 16,856,500 	16.44	14.75	16.66	14				
BOOT	-5.91	-32.47%	 90,998,400 	18.2	12.29	33.99	9.3				
BORN	0.18	14.06%	 12,383,600 	1.28	1.46	1.55	0.98				
BOX	-9.27	-39.91%	 299,852,700 	23.23	13.96	23.23	11.09				
BOXC	-4.09	-17.71%	 231,800 	23.1	19.01	24.15	17.84				
BP	-6.86	-18.00%	 1,787,636,500 	38.12	31.26	43.6	29.38				
BPI	-3.71	-32.77%	 26,218,600 	11.32	7.61	11.32	7.43				
BPK	-0.63	-3.91%	 7,031,200 	16.13	15.5	16.23	15.16				
BPL	-9.7	-12.82%	 136,637,500 	75.66	65.96	82.04	54				
BPT	-42.7	-63.13%	 57,160,100 	67.64	24.94	80.99	22.67				
BPY	0.37	1.62%	 44,261,000 	22.87	23.24	26.22	20.2				
BQH	0.57	3.99%	 1,265,700 	14.28	14.85	14.85	13.55				
BR	7.55	16.35%	 171,866,800 	46.18	53.73	59.9	44.92				
