Ticker	Yearly Change	Percentage Charge	Stock Volume	Quote at BoY	Quote at EoY	LTM_Max	LTM_Min			Ticker	Value
GES	-9.99	-32.15%	 235,587,600 	31.07	21.08	31.45	19.74				
GF	-5.89	-29.55%	 11,212,100 	19.93	14.04	19.93	14.03				
GFA	-1.59	-50.80%	 298,387,200 	3.13	1.54	3.51	1.44				
GFF	0.09	0.68%	 40,237,800 	13.21	13.3	14.26	10.46				
GFI	1.33	41.56%	 1,252,432,000 	3.2	4.53	4.84	3				
GFY	-0.87	-4.97%	 5,410,700 	17.52	16.65	17.77	16.55				
GG	-3.15	-14.54%	 1,635,750,600 	21.67	18.52	29.25	17.11				
GGB	-4.29	-54.72%	 1,463,257,900 	7.84	3.55	7.84	2.99				
GGE	-0.63	-3.43%	 5,602,900 	18.36	17.73	19.95	16.88				
GGG	2.06	2.64%	 65,280,000 	78.12	80.18	81.43	66.01				
GGM	-0.95	-4.22%	 6,613,900 	22.49	21.54	25	20.94				
GGP	8.06	40.16%	 973,423,000 	20.07	28.13	28.66	19.54				
GGP-A	4.91	24.37%	 8,050,300 	20.15	25.06	25.64	20.15				
GGT	-2.4	-19.34%	 26,775,500 	12.41	10.01	12.41	8.32				
GGT-B	0.58	2.33%	 319,800 	24.93	25.51	25.84	24.92				
GGZ	-1.36	-11.53%	 7,430,100 	11.8	10.44	11.8	9.91				
GHC	200.39	30.21%	 7,268,800 	663.32	863.71	945.36	614				
GHL	-14.34	-24.75%	 100,202,500 	57.94	43.6	60.15	39.78				
GHM	-0.75	-2.54%	 6,828,900 	29.52	28.77	35.31	26.23				
GHY	-1.43	-8.24%	 44,412,700 	17.35	15.92	18.27	15.33				
GIB	4.7	14.05%	 63,049,300 	33.46	38.16	38.75	29.67				
GIL	1.62	6.08%	 63,588,300 	26.655	28.275	30.685	24.16				
GIM	-0.76	-9.56%	 101,775,400 	7.95	7.19	8.26	6.98				
GIMO	-10.35	-36.86%	 133,437,700 	28.08	17.73	36.29	10.15				
GIS	3.42	6.85%	 746,396,800 	49.91	53.33	55.56	46.86				
GJH	-0.39	-4.10%	 379,700 	9.51	9.12	10.08	8.92				
GJO	1.65	9.11%	 267,100 	18.12	19.77	20.44	18.12				
GJP	2.1	10.05%	 135,800 	20.9	23	23.67	20.11				
GJR	1.3	7.20%	 141,700 	18.05	19.35	19.8	18.02				
GJS	2.86	18.94%	 424,600 	15.1	17.96	18.47	15.1				
GJT	3.15	21.63%	 204,000 	14.56	17.71	18	14.56				
GJV	1.02	4.15%	 368,200 	24.56	25.58	26.87	24.56				
GLF	-22.71	-48.19%	 85,485,000 	47.13	24.42	50.31	19.76				
GLOB	4.37	38.84%	 11,005,600 	11.25	15.62	15.62	10.67				
GLOG	3.26	19.08%	 323,636,400 	17.09	20.35	31.89	15.95				
GLOP	-0.87	-3.33%	 28,294,100 	26.11	25.24	36.91	22.87				
GLP	-2.4	-6.78%	 13,245,800 	35.39	32.99	45.32	31.68				
GLT	-2.07	-7.49%	 50,994,600 	27.64	25.57	31.66	21.95				
GLW	5.11	28.68%	 2,377,532,300 	17.82	22.93	23.32	17.05				
GM	-5.96	-14.58%	 4,421,361,200 	40.87	34.91	40.95	29.69				
GM.B	-6.12	-26.47%	 64,955,600 	23.12	17	23.25	12.84				
GME	-15.46	-31.38%	 845,158,100 	49.26	33.8	49.65	31.92				
GMED	3.59	17.79%	 159,603,500 	20.18	23.77	26.95	18.14				
GMZ	-3.36	-16.15%	 55,758,800 	20.8	17.44	22.09	15.59				
GNC	-11.49	-19.66%	 483,196,800 	58.45	46.96	58.45	32.38				
GNE	-4.03	-39.47%	 17,088,500 	10.21	6.18	11.46	6.09				
GNE-A	-1.8	-22.09%	 1,756,800 	8.15	6.35	8.4	5.95				
GNK	-8	-32.00%	 187,528,700 	25	17	27.5	12.4				
GNRC	-9.88	-17.44%	 265,065,000 	56.64	46.76	61.17	38.85				
GNT	-1.95	-19.46%	 28,578,000 	10.02	8.07	11.68	7.28				
GNW	-7.03	-45.27%	 1,892,522,100 	15.53	8.5	18.6	7.64				
GOF	-0.49	-2.29%	 16,799,800 	21.39	20.9	22.07	20.17				
GOL	11.8	25.82%	 440,077,400 	45.7	57.5	68.4	37.9				
GPC	23.38	28.10%	 159,424,700 	83.19	106.57	108.31	77.75				
GPE-A	1.52	5.84%	 1,063,200 	26.03	27.55	28.29	25.84				
GPI	18.6	26.19%	 81,917,700 	71.02	89.62	92.94	60.32				
GPK	4.02	41.88%	 952,501,500 	9.6	13.62	14.05	9.17				
GPM	-0.21	-2.37%	 19,800,100 	8.85	8.64	9.64	8.05				
GPN	7.87	24.22%	 175,098,000 	32.495	40.365	43.18	31.805				
GPRK	-1.32	-20.47%	 10,932,800 	6.45	5.13	10.9	5.03				
GPS	3.03	7.75%	 1,132,020,500 	39.08	42.11	46.59	35.74				
GPT	4.6	20.00%	 346,894,800 	23	27.6	27.96	20.16				
GPT-A	-9.3	-26.88%	 3,422,300 	34.6	25.3	34.6	24.6				
GPX	4.14	13.90%	 17,014,600 	29.79	33.93	33.93	23.08				
GRA	-3.48	-3.52%	 160,500,400 	98.87	95.39	104	81.42				
GRAM	-8.59	-40.46%	 30,144,200 	21.23	12.64	21.97	11.7				
GRO	-0.26	-17.69%	 26,354,700 	1.47	1.21	2.05	0.97				
GRP.U	-0.94	-2.58%	 1,770,900 	36.49	35.55	38.87	32.58				
GRR	-0.08	-0.71%	 3,663,400 	11.29	11.21	12.59	10.47				
GRUB	2.32	6.82%	 170,657,800 	34	36.32	45.21	30				
GRX	0.04	0.39%	 16,011,700 	10.38	10.42	10.84	9.16				
GRX-A	0.42	1.66%	 651,100 	25.25	25.67	27.1	25.2				
GRX-B	0.5	2.00%	 854,400 	25	25.5	25.79	25				
GS	16.57	9.35%	 739,133,100 	177.26	193.83	196.89	152.72				
GS-A	0.89	4.93%	 15,595,300 	18.05	18.94	20.44	18.05				
GS-B	2.86	12.71%	 15,038,600 	22.5	25.36	25.38	22.5				
GS-C	1.08	5.70%	 3,438,300 	18.94	20.02	21.38	18.94				
GS-D	1.28	6.96%	 22,734,300 	18.39	19.67	20.8	18.39				
GS-I	3.35	15.66%	 36,190,500 	21.39	24.74	24.75	21.39				
GS-J	2.11	9.47%	 54,069,000 	22.29	24.4	24.55	22.29				
GS-K	0.45	1.77%	 47,924,800 	25.45	25.9	26.42	25.13				
GSH	1.03	4.46%	 4,468,400 	23.1	24.13	24.59	18.05				
GSJ	1.5	5.95%	 10,358,600 	25.23	26.73	27.23	25.23				
GSK	-10.65	-19.95%	 869,037,800 	53.39	42.74	56.66	41.3				
GSL	-1.51	-25.12%	 18,647,000 	6.01	4.5	6.01	3.12				
GSL-B	-6.45	-26.76%	 1,886,300 	24.1	17.65	24.1	17.44				
GTN	-3.68	-24.73%	 156,020,800 	14.88	11.2	14.88	7.26				
GTN.A	-3.76	-29.12%	 431,700 	12.91	9.15	12.91	5.79				
GTS	4.47	22.99%	 26,601,100 	19.44	23.91	24.96	14.98				
GTT	-0.9	-6.37%	 4,116,000 	14.13	13.23	14.13	12.58				
GTY	-0.16	-0.87%	 18,238,400 	18.37	18.21	20.17	17				
GUT	0.93	14.55%	 21,679,900 	6.39	7.32	7.49	6.37				
GUT-A	1.01	4.17%	 412,600 	24.2	25.21	25.79	24.2				
GVA	3.04	8.69%	 52,192,000 	34.98	38.02	40.29	30.52				
GWB	4.79	26.61%	 21,499,600 	18	22.79	23.25	18				
GWR	-6.13	-6.38%	 82,602,700 	96.05	89.92	105.51	83.33				
GWRE	1.56	3.18%	 141,689,700 	49.07	50.63	57.38	34.85				
GWW	-0.53	-0.21%	 117,251,400 	255.42	254.89	269.22	229.29				
GXP	4.17	17.20%	 308,087,800 	24.24	28.41	29.38	23.85				
GYB	3.17	18.08%	 3,805,100 	17.53	20.7	22.71	17.53				
GYC	0.35	1.66%	 521,300 	21.13	21.48	23.43	20.67				
GZT	-1.75	-13.05%	 3,417,300 	13.41	11.66	13.81	11.29				
H	10.75	21.73%	 86,819,300 	49.46	60.21	63.74	45.88				
HAE	-4.71	-11.18%	 96,080,600 	42.13	37.42	43.37	30.36				
HAL	-11.42	-22.50%	 2,829,513,800 	50.75	39.33	74.02	37.82				
HAR	24.86	30.37%	 197,478,200 	81.85	106.71	117.15	80.2				
HASI	0.27	1.93%	 40,652,600 	13.96	14.23	14.97	12.79				
HBI	10.3375	58.84%	 191,784,100 	17.5675	27.905	28.93	16.0425				
HBM	0.49	5.98%	 12,113,500 	8.19	8.68	10.85	6.95				
HBM.W	0.25	40.98%	 99,700 	0.61	0.86	1.03	0.56				
HCA	25.68	53.83%	 813,023,900 	47.71	73.39	75	47.65				
HCI	-10.26	-19.18%	 42,261,500 	53.5	43.24	53.5	34.24				
HCJ	-0.27	-1.00%	 545,000 	26.95	26.68	27.46	25.75				
HCLP	-6.95	-18.30%	 113,743,200 	37.98	31.03	69.15	30.69				
HCN	22.1	41.25%	 530,675,000 	53.57	75.67	77.98	53.05				
HCN-I	14.59	28.46%	 16,389,000 	51.26	65.85	68.49	51.26				
HCN-J	3.91	17.19%	 6,772,400 	22.75	26.66	26.66	22.75				
HCP	7.71	21.23%	 661,076,100 	36.32	44.03	45.58	36.18				
HD	22.63	27.48%	 1,622,035,300 	82.34	104.97	104.97	74.97				
HDB	16.31	47.36%	 245,067,000 	34.44	50.75	54.29	30.61				
HE	7.42	28.47%	 240,198,900 	26.06	33.48	34.62	23.22				
HE-U	-0.74	-2.80%	 376,900 	26.41	25.67	27.5	25.24				
HEI	2.45	4.23%	 51,043,400 	57.95	60.4	64.52	46.49				
HEI.A	5.24	12.44%	 11,239,400 	42.12	47.36	49.42	37.47				
HEP	-2.42	-7.49%	 23,881,800 	32.33	29.91	37.18	28.79				
HEQ	-0.75	-4.39%	 12,752,800 	17.07	16.32	18.82	16.05				
HES	-9.18	-11.06%	 709,405,500 	83	73.82	101.1	65.45				
HF	9.07	33.78%	 52,835,800 	26.85	35.92	38.15	25.89				
HFC	-12.21	-24.57%	 619,988,000 	49.69	37.48	52.63	36.11				
HGG	-6.4	-45.81%	 94,390,400 	13.97	7.57	13.97	4.83				
HGH	1.3	4.54%	 10,088,100 	28.66	29.96	30.69	28.66				
HGT	0.96	12.80%	 63,255,800 	7.5	8.46	11.8	7.5				
HHC	10.32	8.59%	 34,817,800 	120.1	130.42	160	118.04				
HHS	-0.08	-1.02%	 50,061,500 	7.82	7.74	8.89	5.68				
HHY	-0.79	-8.14%	 14,220,500 	9.7	8.91	10.6	8.4				
HI	5.08	17.27%	 57,276,100 	29.42	34.5	34.71	26.13				
HIE	0	0.00%	 1,883,800 	20	20	21.6	20				
HIG	5.46	15.07%	 869,393,500 	36.23	41.69	42.27	32.18				
HIG.W	6.37	23.14%	 5,620,000 	27.53	33.9	34.25	23.33				
HII	22.45	24.94%	 83,907,600 	90.01	112.46	115.48	87.91				
HIL	-0.11	-2.78%	 66,934,100 	3.95	3.84	7.34	3.01				
HIO	-0.56	-9.44%	 76,699,500 	5.93	5.37	6.18	5.22				
HIVE	-5.2	-52.00%	 56,289,600 	10	4.8	11.54	4.26				
HIW	8.11	22.42%	 177,426,700 	36.17	44.28	45.13	35.82				
HIX	-0.71	-7.87%	 60,692,800 	9.02	8.31	9.47	7.73				
HJV	-0.72	-4.54%	 1,070,400 	15.87	15.15	21.02	14				
HK	-2.08	-53.89%	 1,682,793,400 	3.86	1.78	7.42	1.57				
HL	-0.29	-9.42%	 1,616,358,800 	3.08	2.79	3.61	2.04				
HL-B	2.45	4.98%	 50,700 	49.2	51.65	52.81	48.06				
HLF	-41	-52.10%	 664,768,300 	78.7	37.7	81.81	37.16				
HLS	5.14	15.43%	 123,936,300 	33.32	38.46	41.74	30.05				
HLT	3.84	17.26%	 1,006,895,500 	22.25	26.09	26.42	20.8				
HLX	-1.48	-6.38%	 240,819,100 	23.18	21.7	27.51	19.75				
HMC	-11.83	-28.61%	 227,068,800 	41.35	29.52	41.35	28.87				
HMLP	-1.61	-7.24%	 14,503,400 	22.25	20.64	25.89	16.64				
HMN	1.64	5.20%	 33,753,500 	31.54	33.18	33.51	27.48				
HMY	-0.64	-25.30%	 718,063,300 	2.53	1.89	3.77	1.56				
HNI	12.23	31.50%	 47,493,100 	38.83	51.06	52.53	31.5				
HNP	17.92	49.43%	 14,426,400 	36.25	54.17	56.44	31.51				
HNR	-10.84	-59.96%	 72,215,600 	18.08	7.24	21.2	6.72				
HOG	-3.33	-4.81%	 390,009,600 	69.24	65.91	73.94	55.48				
HON	8.55	9.36%	 712,183,100 	91.37	99.92	101.98	85.11				
HOS	-24.26	-49.28%	 174,752,200 	49.23	24.97	49.23	19.53				
HOV	-2.49	-37.61%	 756,318,100 	6.62	4.13	6.63	3.1				
HP	-16.66	-19.81%	 341,961,700 	84.08	67.42	118.29	60.34				
HPF	2.44	13.63%	 12,042,000 	17.9	20.34	20.84	17.9				
HPI	2.56	14.34%	 16,622,600 	17.85	20.41	21.02	17.85				
HPP	8.19	37.45%	 86,857,800 	21.87	30.06	30.34	21.42				
HPQ	5.5227	43.42%	 2,920,571,200 	12.7182	18.2409	18.5091	12.4773				
HPS	2.28	14.62%	 18,373,000 	15.59	17.87	18.35	15.59				
HQH	4.52	16.76%	 44,331,000 	26.97	31.49	33.69	24.5				
HQL	4.44	21.72%	 27,588,100 	20.44	24.88	26.37	20.14				
HR	6.01	28.20%	 137,923,500 	21.31	27.32	27.81	21.22				
HRB	4.64	15.98%	 644,133,100 	29.04	33.68	34.49	27.4				
HRC	4.28	10.35%	 103,454,000 	41.34	45.62	46.51	35.13				
HRG	2.31	19.49%	 116,934,200 	11.85	14.16	14.25	11.09				
HRL	3.465	15.34%	 189,680,600 	22.585	26.05	27.645	21.55				
HRS	2.01	2.88%	 153,189,900 	69.81	71.82	77.55	61.52				
HRTG	7.93	68.96%	 14,253,100 	11.5	19.43	19.74	11.5				
HSB-A	1	4.05%	 12,147,200 	24.7	25.7	25.95	24.7				
HSBC	-7.9	-14.33%	 403,594,300 	55.13	47.23	55.96	46.46				
HSC	-9.14	-32.61%	 141,661,000 	28.03	18.89	28.03	16.53				
HSEA	0.76	2.95%	 21,219,900 	25.72	26.48	26.94	25.61				
HSEB	-0.37	-1.37%	 48,979,900 	26.94	26.57	27.43	26.27				
HST	4.33	22.27%	 1,526,215,300 	19.44	23.77	24.33	18				
HSY	6.7	6.89%	 275,844,700 	97.23	103.93	108.07	88.15				
HT	1.46	26.21%	 392,824,200 	5.57	7.03	7.44	5.24				
HT-C	2.41	10.35%	 1,229,000 	23.28	25.69	26.04	22.45				
HTA	7.26	36.89%	 372,415,700 	19.68	26.94	27.4	19.66				
HTD	4.05	22.23%	 21,355,900 	18.22	22.27	22.41	17.93				
HTF	-0.06	-0.24%	 496,000 	25.35	25.29	26.85	25.17				
HTGC	-1.52	-9.27%	 129,010,000 	16.4	14.88	16.89	13.42				
HTGX	0.36	1.45%	 1,428,300 	24.9	25.26	25.27	23.85				
HTGY	0.24	0.94%	 1,231,000 	25.4	25.64	26.46	25.25				
HTGZ	0.05	0.20%	 1,922,400 	25.53	25.58	26.13	25.16				
HTH	-3.18	-13.75%	 74,108,000 	23.13	19.95	25.46	19.37				
HTR	0.56	2.36%	 12,029,400 	23.76	24.32	25.55	23.48				
HTY	-1.24	-9.95%	 10,081,400 	12.46	11.22	13.89	11.15				
HTZ	-14.72	-12.86%	 2,361,173,000 	114.48	99.76	126.24	77.52				
HUBS	3.51	11.66%	 18,974,400 	30.1	33.61	37	27.25				
HUM	40.41	39.15%	 345,101,900 	103.22	143.63	149.07	95.59				
HUN	-1.82	-7.40%	 863,855,700 	24.6	22.78	28.88	21.22				
HVT	-9.29	-29.68%	 28,144,100 	31.3	22.01	31.3	19.89				
HVT.A	-9.58	-30.41%	 80,600 	31.5	21.92	31.5	20.55				
HW	5.2	53.12%	 145,856,400 	9.79	14.99	14.99	9.76				
HXL	-3.2	-7.16%	 180,757,500 	44.69	41.49	46.4	36.92				
HY	-19.96	-21.43%	 15,932,500 	93.16	73.2	106.12	68.3				
HYB	-0.71	-7.36%	 18,995,200 	9.65	8.94	10.15	8.65				
HYH	7.02	18.26%	 44,608,200 	38.45	45.47	45.47	35.82				
HYI	-1.94	-10.95%	 22,383,200 	17.71	15.77	18.29	15.49				
HYT	-0.77	-6.33%	 109,489,100 	12.17	11.4	12.61	10.78				
HZO	3.97	24.69%	 42,990,600 	16.08	20.05	20.06	13.74				
I	-5.18	-22.98%	 62,735,300 	22.54	17.36	22.65	15.42				
IAE	-1.31	-10.28%	 14,817,300 	12.74	11.43	13.79	11.3				
IAG	-0.63	-18.92%	 1,895,142,100 	3.33	2.7	4.2	1.52				
IBA	9.61	23.86%	 4,924,300 	40.27	49.88	61.24	40.27				
IBM	-27.13	-14.46%	 1,140,062,400 	187.57	160.44	197.77	151.41				
IBN	4.116	55.37%	 445,507,100 	7.434	11.55	12.252	6.196				
IBP	5.02	39.22%	 32,905,500 	12.8	17.82	18.47	11.08				
ICB	1.12	6.66%	 4,440,400 	16.81	17.93	18.12	16.81				
ICD	-5.84	-52.80%	 18,030,800 	11.06	5.22	11.94	5.06				
ICE	-1.126	-2.50%	 227,731,800 	44.984	43.858	45.564	36.69				
ICL	0.09	1.26%	 76,024,500 	7.16	7.25	7.43	6.47				
IDA	14.35	27.68%	 61,680,700 	51.84	66.19	69.99	50.77				
IDE	-1.46	-8.53%	 18,436,900 	17.12	15.66	18.86	15.16				
IDT	2.44	13.65%	 23,145,400 	17.87	20.31	20.33	14.22				
IEX	3.99	5.40%	 98,918,600 	73.85	77.84	81.58	66.43				
IFF	15.38	17.89%	 107,610,000 	85.98	101.36	105.43	83.84				
IFN	5.81	29.05%	 38,212,100 	20	25.81	29.28	18.77				
IGA	-0.28	-2.38%	 18,085,000 	11.76	11.48	12.85	10.9				
IGD	-0.63	-7.04%	 88,382,900 	8.95	8.32	9.78	8.24				
IGI	0.8	3.96%	 8,478,700 	20.2	21	21.3	19.69				
IGR	1.07	13.51%	 67,024,100 	7.92	8.99	9.18	7.92				
IGT	-0.91	-5.01%	 1,268,413,600 	18.16	17.25	18.16	12.22				
IHC	0.46	3.41%	 3,059,700 	13.49	13.95	14.8	11.56				
IHD	-1.39	-11.83%	 20,158,200 	11.75	10.36	12.93	10.19				
IHG	7.944	19.80%	 51,153,800 	40.116	48.06	51.012	37.056				
IID	-1.32	-14.04%	 8,166,500 	9.4	8.08	9.95	7.99				
IIF	9.4	53.78%	 12,873,500 	17.48	26.88	27.99	16.01				
IIM	2.89	21.41%	 31,960,000 	13.5	16.39	16.4	13.5				
IL	-0.21	-1.73%	 62,468,300 	12.11	11.9	12.11	7.82				
IM	4.18	17.82%	 309,899,900 	23.46	27.64	30.78	22.84				
IMAX	1.42	4.82%	 121,391,900 	29.48	30.9	31.38	24.29				
IMN	-0.89	-19.02%	 41,554,500 	4.68	3.79	6.5	2.82				
IMPV	1.3	2.70%	 121,529,400 	48.13	49.43	65.53	18.57				
INB	0.4	3.53%	 18,658,600 	11.34	11.74	13.17	10.68				
INF	1.12	5.67%	 11,769,800 	19.77	20.89	25.38	19.03				
INFY	-25.14	-44.42%	 408,217,500 	56.6	31.46	69.87	30.88				
ING	-1.04	-7.42%	 488,328,100 	14.01	12.97	14.92	12.82				
INGR	16.38	23.93%	 131,775,300 	68.46	84.84	86.85	58.88				
INN	3.44	38.22%	 132,727,000 	9	12.44	12.7	8.68				
INN-A	0.91	3.37%	 1,247,100 	27.03	27.94	28.25	26.3				
INN-B	2.42	10.15%	 1,044,600 	23.85	26.27	27.1	23.85				
INN-C	3.65	16.78%	 2,011,300 	21.75	25.4	26.59	21.6				
INT	3.77	8.73%	 78,570,300 	43.16	46.93	49.24	36.87				
INVN	-4.52	-21.75%	 691,877,400 	20.78	16.26	25.85	13.76				
INXN	3.73	15.80%	 71,754,400 	23.61	27.34	29.01	23.25				
INZ	0.35	1.38%	 12,188,800 	25.4	25.75	26.09	25.22				
IO	-8.25	-16.67%	 343,333,400 	49.5	41.25	69.45	34.65				
IOC	-2.7	-5.24%	 102,578,000 	51.49	48.79	69.15	44.71				
IP	4.55	9.28%	 869,160,900 	49.03	53.58	55.25	44.88				
IPG	3.07	17.34%	 1,250,371,400 	17.7	20.77	20.83	16.05				
IPHI	5.58	43.26%	 60,490,200 	12.9	18.48	18.48	11.34				
IPI	-1.96	-12.37%	 189,747,400 	15.84	13.88	17.48	12.65				
IPL-D	4.14	19.83%	 2,883,200 	20.88	25.02	25.61	20.88				
IQI	1.37	12.32%	 28,098,100 	11.12	12.49	12.55	11.12				
IR	1.79	2.91%	 546,992,800 	61.6	63.39	64.59	53.57				
IRE-B	0.06	0.23%	 1,350,900 	25.78	25.84	26.94	25.37				
IRE.P	0.2	0.77%	 178,100 	26.1	26.3	27.29	25.54				
IRET	-0.41	-4.78%	 113,285,400 	8.58	8.17	9.21	7.49				
IRL	-0.22	-1.71%	 4,244,000 	12.84	12.62	14.54	11.45				
IRM	8.31	27.38%	 494,585,000 	30.35	38.66	40.27	25.9				
IRR	-1.52	-15.49%	 23,464,000 	9.81	8.29	11.55	7.93				
IRS	3.26	26.92%	 14,101,200 	12.11	15.37	17.73	9.41				
ISD	-0.71	-4.08%	 34,786,800 	17.39	16.68	18.35	15.73				
ISF	1.84	7.76%	 19,018,900 	23.7	25.54	25.74	23.7				
ISG	2.12	9.16%	 14,616,500 	23.15	25.27	25.63	23.15				
ISP	1.79	7.63%	 7,466,100 	23.45	25.24	25.65	23.45				
IT	13.16	18.52%	 104,905,200 	71.05	84.21	87.4	62.51				
ITG	0.26	1.26%	 70,743,200 	20.56	20.82	21.12	14.9				
ITT	-2.96	-6.82%	 196,971,400 	43.42	40.46	49.24	37.55				
ITUB	-0.56	-4.13%	 2,987,764,400 	13.57	13.01	18.32	11.95				
ITW	10.62	12.63%	 498,328,200 	84.08	94.7	97.21	76.78				
IVC	-6.45	-27.79%	 43,554,100 	23.21	16.76	25.3	11.81				
IVH	-2.12	-11.79%	 18,278,100 	17.98	15.86	18.64	15.11				
IVR	0.78	5.31%	 298,503,100 	14.68	15.46	17.97	14.68				
IVR-A	2.34	10.90%	 3,790,000 	21.47	23.81	25.21	21.47				
IVR-B	-2.08	-8.37%	 4,285,000 	24.85	22.77	24.96	22.6				
IVZ	3.12	8.57%	 733,125,000 	36.4	39.52	41.28	31.77				
IX	-26.57	-29.82%	 5,379,600 	89.1	62.53	89.1	60.79				
JBK	2.22	9.58%	 206,800 	23.18	25.4	25.87	22.92				
JBL	4.39	25.17%	 625,339,600 	17.44	21.83	22.33	16.59				
JBN	-0.14	-0.91%	 1,549,100 	15.33	15.19	21	14.06				
JBR	0.04	0.26%	 719,300 	15.47	15.51	21.32	14.05				
JBT	3.53	12.04%	 33,185,000 	29.33	32.86	33.85	25.93				
JCE	0.49	2.89%	 13,289,500 	16.98	17.47	18.64	15.76				
JCI	-2.96	-5.77%	 937,491,900 	51.3	48.34	51.92	39.9				
JCP	-2.67	-29.18%	 5,299,867,800 	9.15	6.48	11.2	5.08				
JDD	0.5	4.44%	 15,126,300 	11.27	11.77	12.48	10.97				
JE	-1.93	-26.96%	 124,441,900 	7.16	5.23	8.16	4.34				
JEC	-18.3	-29.05%	 291,951,400 	62.99	44.69	66.81	40.18				
JEQ	-0.22	-3.15%	 8,757,800 	6.99	6.77	7.42	6.21				
JFC	1.75	11.54%	 2,289,400 	15.16	16.91	16.91	13.87				
JFR	-0.93	-7.80%	 46,381,500 	11.92	10.99	12.15	10.55				
JGH	-1.14	-6.20%	 4,831,300 	18.39	17.25	18.39	17.13				
JHI	-0.9	-4.84%	 4,911,500 	18.6	17.7	21.98	16.67				
JHS	-0.01	-0.07%	 5,935,200 	14.3	14.29	14.93	13.95				
JHX	-2.97	-5.18%	 1,050,500 	57.37	54.4	68.82	48.87				
JKS	-9.59	-32.73%	 527,793,000 	29.3	19.71	36.85	17.74				
JLL	47.54	46.43%	 74,629,700 	102.39	149.93	153.43	101.95				
JLS	0.01	0.04%	 11,758,200 	23.14	23.15	24.69	22.8				
JMEI	-10.56	-43.67%	 191,438,300 	24.18	13.62	37.99	12.78				
JMF	0.77	3.94%	 33,283,200 	19.55	20.32	22.25	17.87				
JMLP	-4	-20.78%	 17,319,900 	19.25	15.25	20	13.88				
JMM	0.09	1.19%	 1,681,400 	7.58	7.67	7.89	7.43				
JMP	0.22	2.97%	 19,122,200 	7.4	7.62	8.32	6.13				
JMPB	0.38	1.50%	 810,600 	25.3	25.68	26.37	25.2				
JMPC	0.39	1.57%	 1,365,700 	24.85	25.24	26.31	24.1				
JMT	0.2	0.87%	 4,298,000 	22.97	23.17	24.05	22.45				
JNJ	12.98	14.17%	 1,899,415,600 	91.59	104.57	109.07	86.62				
JNPR	-0.25	-1.11%	 1,840,507,200 	22.57	22.32	27.95	18.57				
JNS	3.76	30.40%	 989,719,000 	12.37	16.13	16.47	10.32				
JOE	-0.8	-4.17%	 136,358,400 	19.19	18.39	26.21	17.55				
JOF	-0.2	-2.18%	 17,790,500 	9.17	8.97	9.81	8.48				
JONE	-3.07	-21.20%	 38,605,700 	14.48	11.41	20.5	9.78				
JOY	-11.97	-20.47%	 368,726,400 	58.49	46.52	65.01	45.91				
JPC	0.69	7.78%	 63,914,400 	8.87	9.56	9.73	8.87				
JPEP	-6.88	-36.00%	 20,939,000 	19.11	12.23	19.5	11.06				
JPI	0.38	1.72%	 17,963,800 	22.07	22.45	23.63	22.07				
JPM	4.1	7.01%	 3,985,722,900 	58.48	62.58	63.15	53.31				
JPM-A	3.42	16.86%	 29,303,300 	20.28	23.7	23.7	20.28				
JPM-B	1.53	6.15%	 72,840,000 	24.89	26.42	26.42	24.89				
JPM-D	3.48	16.92%	 42,566,800 	20.57	24.05	24.05	20.57				
JPM-E	0.54	2.16%	 35,645,100 	25.02	25.56	25.56	24.33				
JPM.W	1.41	7.27%	 26,355,400 	19.39	20.8	20.99	17.01				
JPS	0.76	9.34%	 71,834,400 	8.14	8.9	9.28	8.14				
JPW	-0.1	-0.61%	 4,884,400 	16.48	16.38	18.99	16.31				
JQC	-0.96	-9.87%	 109,538,000 	9.73	8.77	9.73	8.37				
JRI	2.13	12.72%	 11,356,300 	16.75	18.88	20.64	16.75				
JRO	-0.91	-7.47%	 36,564,800 	12.18	11.27	12.59	10.74				
JSD	-2.19	-11.62%	 11,133,800 	18.84	16.65	19.05	16.49				
JTA	-0.81	-5.74%	 13,426,500 	14.1	13.29	15.26	12.1				
JTD	0.49	3.13%	 11,953,500 	15.66	16.15	16.65	14.19				
JW.A	4.04	7.32%	 49,015,200 	55.2	59.24	62.05	51.45				
JW.B	5.56	10.11%	 103,700 	54.99	60.55	61.8	51.82				
JWN	17.59	28.46%	 362,733,400 	61.8	79.39	79.39	55.38				
K	4.37	7.16%	 482,881,800 	61.07	65.44	69.39	56.9				
KAI	2.17	5.36%	 10,029,100 	40.52	42.69	43.28	33.75				
KAMN	0.36	0.91%	 25,746,800 	39.73	40.09	44.11	37.73				
KAP	0.19	0.75%	 599,100 	25.26	25.45	26.59	25.01				
KAR	5.1	17.26%	 266,030,000 	29.55	34.65	35.18	26.44				
KATE	-3.53	-9.93%	 480,701,300 	35.54	32.01	40.45	24.64				
KB	-7.89	-19.48%	 28,109,200 	40.51	32.62	42	32.34				
KBH	-1.73	-9.46%	 988,658,400 	18.28	16.55	20.67	13.78				
KBR	-14.94	-46.85%	 528,167,900 	31.89	16.95	33.62	15.23				
KCC	1.2	4.24%	 250,200 	28.3	29.5	31	27.78				
KCG	-0.31	-2.59%	 119,945,600 	11.96	11.65	12.49	9.71				
KED	7.77	27.78%	 12,579,600 	27.97	35.74	38.59	26.6				
