Ticker	Yearly Change	Percentage Charge	Stock Volume	Quote at BoY	Quote at EoY	LTM_Max	LTM_Min			Ticker	Value
JW.A	9.47	21.03%	 58,125,900 	45.03	54.5	58.8	40.21				
JW.B	9.27	20.42%	 347,900 	45.4	54.67	58.99	40.18				
JWN	-1.88	-3.77%	 951,293,200 	49.81	47.93	61.49	36.2				
K	1.44	1.99%	 509,310,700 	72.27	73.71	86.98	69.96				
KAI	20.59	50.70%	 13,583,600 	40.61	61.2	64.35	34.65				
KAMN	8.12	19.90%	 34,572,300 	40.81	48.93	50.71	37.78				
KAP	0.71	2.86%	 785,600 	24.8	25.51	25.76	23.3				
KAR	5.59	15.10%	 295,784,900 	37.03	42.62	43.88	31.98				
KATE	0.9	5.06%	 722,030,400 	17.77	18.67	26.14	14.02				
KB	7.42	26.62%	 35,384,500 	27.87	35.29	38.39	23.23				
KBH	3.48	28.22%	 764,630,400 	12.33	15.81	17.26	9.58				
KBR	-0.23	-1.36%	 381,582,600 	16.92	16.69	17.6	11.76				
KCC	0.22	0.77%	 267,600 	28.56	28.78	33.88	28.56				
KCG	0.94	7.64%	 126,353,300 	12.31	13.25	15.6	10.22				
KDMN	-4.35	-44.85%	 16,672,000 	9.7	5.35	10.23	4.23				
KED	1.87	10.65%	 12,130,900 	17.56	19.43	20.01	10.21				
KEF	0.44	6.31%	 2,053,200 	6.97	7.41	8.67	6.48				
KEG	31.47	6556.25%	 383,158,000 	0.48	31.95	33.25	0.16				
KEM	4.26	179.75%	 53,154,700 	2.37	6.63	6.85	1.3				
KEN	1.63	16.27%	 475,800 	10.02	11.65	12.02	7.4				
KEP	-2.69	-12.71%	 131,800,600 	21.17	18.48	28.31	18.48				
KEX	13.88	26.38%	 176,530,700 	52.62	66.5	72.71	45.77				
KEY	5.08	38.51%	 3,919,414,900 	13.19	18.27	18.54	10				
KEY-G	2.4	1.81%	 2,385,800 	132.6	135	139.06	128.1				
KEY-H	-0.62	-2.37%	 4,259,800 	26.11	25.49	26.27	25.42				
KEY-I	0.81	3.20%	 2,943,100 	25.35	26.16	26.16	25.35				
KEYS	8.24	29.09%	 176,796,700 	28.33	36.57	38.26	21.18				
KF	0.03	0.09%	 2,900,600 	31.85	31.88	36	28.88				
KFI	-0.81	-3.10%	 1,997,100 	26.17	25.36	27.5	25				
KFN.P	-0.62	-2.33%	 7,151,300 	26.58	25.96	27.72	24.48				
KFS	1.68	36.76%	 5,967,000 	4.57	6.25	6.25	3.72				
KFY	-3.75	-11.30%	 130,726,000 	33.18	29.43	33.18	18.83				
KGC	1.29	70.88%	 4,102,669,800 	1.82	3.11	5.74	1.38				
KIM	-1.3	-4.91%	 788,568,200 	26.46	25.16	32.17	24.71				
KIM-I	-1.54	-5.95%	 5,113,100 	25.89	24.35	26.71	24.26				
KIM-J	-1.39	-5.61%	 3,422,600 	24.77	23.38	26.6	22.79				
KIM-K	-1.82	-7.21%	 3,794,900 	25.24	23.42	26.68	22.82				
KIO	2.16	15.57%	 15,196,500 	13.87	16.03	16.11	12.29				
KKR	-0.2	-1.28%	 747,165,100 	15.59	15.39	17.13	11.13				
KKR-A	0.13	0.52%	 14,675,100 	25.15	25.28	27.55	24.94				
KKR-B	-0.37	-1.47%	 8,609,000 	25.22	24.85	27.1	24.78				
KMB	-13.18	-10.35%	 465,597,300 	127.3	114.12	138.13	112.15				
KMF	3.53	28.54%	 30,799,400 	12.37	15.9	16.47	7.01				
KMG	15.87	68.94%	 12,010,900 	23.02	38.89	39.86	19.71				
KMI	5.79	38.81%	 4,861,870,300 	14.92	20.71	23.13	12.01				
KMI-A	8.35	20.72%	 67,731,200 	40.3	48.65	50.98	35.87				
KMI.W	-0.05	-83.33%	 202,278,800 	0.06	0.01	0.09	0.0035				
KMM	0.88	11.52%	 12,779,800 	7.64	8.52	8.71	7.22				
KMPA	-0.42	-1.58%	 3,004,400 	26.57	26.15	28.3	25.56				
KMPR	7.05	18.93%	 39,688,700 	37.25	44.3	45.65	23.8				
KMT	12.06	62.81%	 318,617,700 	19.2	31.26	35.5	15.91				
KMX	10.42	19.31%	 684,733,000 	53.97	64.39	66.16	42.15				
KN	3.38	25.36%	 267,504,500 	13.33	16.71	17.36	9.98				
KND	-4.06	-34.09%	 272,774,600 	11.91	7.85	14.9	6.15				
KNL	9.13	48.56%	 87,108,000 	18.8	27.93	28.24	16.89				
KNOP	10.11	74.94%	 18,113,800 	13.49	23.6	23.75	10.3				
KNX	8.82	36.40%	 274,601,700 	24.23	33.05	38.4	20.99				
KO	-1.5	-3.49%	 3,395,229,000 	42.96	41.46	46.89	40.17				
KOD.W	1.13	40.79%	 469,200 	2.77	3.9	5.12	1.01				
KOD.X	0.99	54.10%	 290,500 	1.83	2.82	4.35	1.1				
KODK	2.96	23.60%	 35,788,900 	12.54	15.5	17.22	8.07				
KOF	-7.27	-10.27%	 23,401,000 	70.81	63.54	87.29	62.17				
KOP	22.05	120.82%	 33,022,400 	18.25	40.3	42.35	14.26				
KORS	2.92	7.29%	 837,970,400 	40.06	42.98	58.54	35.57				
KOS	1.81	34.81%	 380,942,800 	5.2	7.01	7.05	3.5				
KR	-7.32	-17.50%	 2,383,076,800 	41.83	34.51	42.09	28.84				
KRA	11.87	71.46%	 115,843,200 	16.61	28.48	37.01	13.67				
KRC	9.94	15.71%	 175,169,600 	63.28	73.22	76.88	47.38				
KRC-G	-0.46	-1.78%	 2,763,600 	25.81	25.35	26.69	25.03				
KRC-H	-0.39	-1.53%	 1,175,500 	25.42	25.03	26.23	24.74				
KRG	-2.45	-9.45%	 129,343,600 	25.93	23.48	30.41	22.68				
KRO	6.3	111.70%	 100,619,300 	5.64	11.94	12.48	4				
KS	-0.54	-2.39%	 338,047,400 	22.59	22.05	22.73	9.05				
KSM	-1.06	-8.03%	 7,652,900 	13.2	12.14	14.9	11.88				
KSS	1.75	3.67%	 964,756,100 	47.63	49.38	59.43	34.49				
KST	1.38	13.13%	 3,067,400 	10.51	11.89	12.17	10				
KSU	10.18	13.63%	 391,232,800 	74.67	84.85	99.47	64.35				
KSU.P	2.66	10.25%	 3,977,900 	25.95	28.61	28.99	25.4				
KT	2.18	18.30%	 154,280,300 	11.91	14.09	16.73	11.03				
KTF	-0.36	-2.67%	 21,259,700 	13.48	13.12	14.79	12.69				
KTH	-0.71	-2.19%	 398,400 	32.37	31.66	36.54	29.91				
KTN	0.8	2.56%	 488,800 	31.25	32.05	34.7	30.3				
KTP	4.29	25.92%	 3,424,200 	16.55	20.84	21.8	15.75				
KW	-3.58	-14.87%	 120,250,000 	24.08	20.5	24.08	15.84				
KWN	-0.03	-0.12%	 1,044,500 	25.65	25.62	27.27	24.5				
KWR	50.68	65.60%	 16,291,500 	77.26	127.94	135.85	69.57				
KYE	3.34	39.43%	 44,616,700 	8.47	11.81	12.48	5.08				
KYN	2.29	13.24%	 129,168,500 	17.29	19.58	21.05	11.03				
KYN-F	0.13	0.52%	 1,110,800 	25.19	25.32	25.75	24.57				
KYO	3.67	7.96%	 3,381,400 	46.11	49.78	50.8	38.53				
L	8.43	21.95%	 260,973,700 	38.4	46.83	47.9	34.21				
LAD	-9.84	-9.22%	 94,775,600 	106.67	96.83	106.67	69.23				
LADR	1.3	10.47%	 81,641,900 	12.42	13.72	15.41	9.6				
LAZ	-3.92	-8.71%	 253,072,600 	45.01	41.09	45.01	27				
LB	-29.98	-31.29%	 620,927,000 	95.82	65.84	96.56	60.62				
LBF	0.78	10.33%	 3,748,600 	7.55	8.33	8.62	6.98				
LC	-5.8	-52.49%	 2,739,698,700 	11.05	5.25	11.08	3.51				
LCI	-18.07	-45.04%	 267,369,600 	40.12	22.05	40.12	17.23				
LCM	0.03	0.36%	 9,251,900 	8.27	8.3	8.63	7.11				
LDF	1.86	25.03%	 2,466,400 	7.43	9.29	10.94	6.41				
LDL	26.37	74.32%	 24,645,900 	35.48	61.85	64.2	26.06				
LDOS	-5.12	-9.10%	 434,654,200 	56.26	51.14	56.26	38.5				
LDP	2.02	8.97%	 25,432,300 	22.52	24.54	25.88	21.21				
LDR	15.18	46.11%	 11,952,900 	32.92	48.1	52.7	27.43				
LEA	9.54	7.77%	 212,902,400 	122.83	132.37	138.8	94.98				
LEE	1.22	72.62%	 56,958,200 	1.68	2.9	3.82	1.18				
LEG	6.86	16.33%	 225,764,900 	42.02	48.88	54.53	37.79				
LEJU	-0.92	-16.08%	 29,142,700 	5.72	4.8	5.72	3.37				
LEN	-5.98	-12.23%	 636,631,100 	48.91	42.93	49.16	37.8				
LEN.B	-5.68	-14.14%	 5,638,500 	40.18	34.5	40.18	30.49				
LEO	-0.14	-1.64%	 32,460,300 	8.54	8.4	9.55	8.19				
LFC	-3.12	-19.51%	 180,139,400 	15.99	12.87	15.99	10.23				
LFGR	-0.05	-0.76%	 1,333,800 	6.6	6.55	7	6.45				
LFL	2.79	51.76%	 139,310,500 	5.39	8.18	9.86	4.49				
LGF.A	-0.4	-1.47%	 16,915,600 	27.3	26.9	28	26.39				
LGF.B	-1.83	-6.94%	 16,398,100 	26.37	24.54	26.37	24.54				
LGI	0.66	5.05%	 7,585,100 	13.08	13.74	14.23	10.82				
LH	4.74	3.83%	 216,484,700 	123.64	128.38	140.98	100.94				
LHO	5.31	21.10%	 428,183,500 	25.16	30.47	30.91	20.15				
LHO-H	-0.1	-0.40%	 885,800 	25.15	25.05	26	24.75				
LHO-I	-1.38	-5.42%	 2,180,000 	25.47	24.09	26.9	23.23				
LHO-J	-1.73	-6.92%	 5,590,600 	25	23.27	27.13	23.27				
LII	28.27	22.63%	 98,112,800 	124.9	153.17	163.16	113.97				
LITB	0.01	0.34%	 9,590,400 	2.96	2.97	3.52	1.95				
LKSD	1.07	3.74%	 33,812,800 	28.61	29.68	30.51	17.55				
LL	-1.62	-9.33%	 327,022,400 	17.36	15.74	19.67	11.07				
LLL	32.6	27.28%	 149,529,900 	119.51	152.11	161.56	108.05				
LLY	-10.71	-12.71%	 1,214,570,200 	84.26	73.55	84.26	65.97				
LM	-9.32	-23.76%	 422,814,500 	39.23	29.91	39.73	25.2				
LMHA	0.01	0.04%	 13,496,300 	25.1	25.11	27.5	23.75				
LMHB	-3.29	-13.21%	 18,964,700 	24.9	21.61	25.34	21				
LMT	32.79	15.10%	 500,408,700 	217.15	249.94	267.62	206.08				
LN	-7.57	-18.21%	 155,049,500 	41.58	34.01	49.63	33.52				
LNC	16.01	31.85%	 577,135,400 	50.26	66.27	68.48	30.78				
LNC.W	18.5	43.53%	 204,700 	42.5	61	63.75	24.59				
LND	0.32	10.92%	 1,510,800 	2.93	3.25	4.06	2.2				
LNN	2.21	3.05%	 30,686,100 	72.4	74.61	89.09	64.37				
LNT	6.665	21.35%	 325,047,500 	31.225	37.89	40.87	30.785				
LOCK	9.57	66.69%	 384,692,400 	14.35	23.92	23.94	9.8				
LOR	0.8	8.78%	 8,384,300 	9.11	9.91	10.1	7.52				
LOW	-4.92	-6.47%	 1,402,274,700 	76.04	71.12	82.94	63.4				
LPG	-3.56	-30.25%	 73,038,700 	11.77	8.21	12.21	5.09				
LPI	6.15	76.97%	 995,581,000 	7.99	14.14	15.99	4.1				
LPL	2.41	23.08%	 109,509,300 	10.44	12.85	14.32	8.57				
LPT	8.45	27.21%	 244,334,200 	31.05	39.5	42.25	27.3				
LPX	0.92	5.11%	 477,893,000 	18.01	18.93	20.86	13.78				
LQ	0.6	4.41%	 331,108,100 	13.61	14.21	14.37	9.61				
LRN	8.36	95.00%	 47,533,200 	8.8	17.16	17.53	7.32				
LSI	-6.63	-7.22%	 54,264,900 	91.89	85.26	93.96	79.15				
LTC	3.84	8.90%	 57,470,700 	43.14	46.98	54.18	41.12				
LUB	-0.19	-4.25%	 8,964,500 	4.47	4.28	5.09	3.76				
LUK	5.86	33.70%	 501,691,600 	17.39	23.25	24	14.45				
LUV	6.78	15.75%	 1,775,207,400 	43.06	49.84	50.89	34.72				
LUX	-11.16	-17.21%	 16,774,600 	64.86	53.7	64.86	45.01				
LVLT	2	3.68%	 706,668,500 	54.36	56.36	57.2	42.74				
LVS	9.57	21.83%	 1,179,092,700 	43.84	53.41	62.84	36.97				
LW	7.52	24.79%	 123,106,600 	30.33	37.85	37.85	29.89				
LXFR	1.05	10.67%	 16,323,100 	9.84	10.89	13.25	9.37				
LXFT	-20.93	-27.14%	 84,131,100 	77.13	56.2	77.13	47.7				
LXP	2.8	35.00%	 314,892,000 	8	10.8	10.99	6.61				
LXP-C	2.4	5.05%	 593,600 	47.5	49.9	53.5	46.4				
LXU	1.17	16.14%	 184,255,700 	7.25	8.42	15.33	4.25				
LYB	-1.12	-1.29%	 869,359,800 	86.9	85.78	91.18	71.32				
LYG	-1.26	-28.90%	 1,473,746,900 	4.36	3.1	4.4	2.55				
LYV	2.03	8.26%	 290,197,400 	24.57	26.6	28.78	19.36				
LZB	6.63	27.15%	 91,953,200 	24.42	31.05	32.8	19.89				
M	0.83	2.37%	 1,650,060,800 	34.98	35.81	44.91	30.07				
MA	5.89	6.05%	 1,057,465,200 	97.36	103.25	107.02	80.65				
MAA	7.11	7.83%	 213,297,500 	90.81	97.92	109.67	84.64				
MAA-I	-1.7	-2.60%	 6,600 	65.3	63.6	66.8	63.09				
MAC	-9.85	-12.21%	 263,687,000 	80.69	70.84	89.76	67.09				
MAIN	7.69	26.44%	 67,408,600 	29.08	36.77	37.36	26.35				
MAN	4.58	5.43%	 190,331,300 	84.29	88.87	92.83	59.9				
MANU	-3.56	-19.99%	 13,011,100 	17.81	14.25	17.81	13.33				
MAS	3.32	11.73%	 1,026,541,600 	28.3	31.62	36.87	23.46				
MATX	-7.24	-16.98%	 71,063,100 	42.63	35.39	42.63	31.03				
MAV	-1.54	-11.54%	 19,338,100 	13.35	11.81	14.15	11.69				
MBI	4.22	65.12%	 469,880,600 	6.48	10.7	11.3	5.75				
MBLY	-4.16	-9.84%	 917,333,800 	42.28	38.12	49.66	24.54				
MBT	2.93	47.41%	 766,384,900 	6.18	9.11	9.64	5.22				
MC	4.72	16.18%	 34,138,400 	29.18	33.9	35.35	22.02				
MCA	-1.1	-7.05%	 17,240,300 	15.6	14.5	16.87	13.97				
MCC	-0.01	-0.13%	 101,620,400 	7.52	7.51	8.06	5.37				
MCD	3.58	3.03%	 1,395,946,900 	118.14	121.72	131.6	110.57				
MCI	-1.77	-10.26%	 4,578,800 	17.25	15.48	19.48	14.52				
MCK	-56.78	-28.79%	 497,932,200 	197.23	140.45	198.44	124.11				
MCN	0.32	4.34%	 14,733,400 	7.38	7.7	7.98	6.61				
MCO	-6.07	-6.05%	 296,763,300 	100.34	94.27	110.16	78.45				
MCQ	0.21	0.83%	 874,500 	25.17	25.38	25.66	23.83				
MCR	0.9	11.81%	 32,591,800 	7.62	8.52	8.73	7.38				
MCRN	6.12	48.92%	 39,616,700 	12.51	18.63	19.24	11.96				
MCS	12.53	66.05%	 17,901,000 	18.97	31.5	32	17.89				
MCV	0.77	3.18%	 988,400 	24.24	25.01	26.24	21.64				
MCX	0.94	3.81%	 1,776,600 	24.65	25.59	26.11	22.05				
MCY	13.64	29.29%	 37,772,700 	46.57	60.21	60.87	43.06				
MD	-5	-6.98%	 179,692,800 	71.66	66.66	76.29	60.38				
MDC	0.13	0.51%	 133,749,900 	25.53	25.66	27.55	19.55				
MDLX	-0.09	-0.37%	 3,236,100 	24.16	24.07	24.8	23.05				
MDLY	4.21	73.99%	 9,917,100 	5.69	9.9	10.4	3.64				
MDP	15.9	36.76%	 79,929,100 	43.25	59.15	59.35	36.46				
MDR	4.04	120.60%	 796,239,200 	3.35	7.39	7.93	2.29				
MDT	-5.69	-7.40%	 1,381,176,300 	76.92	71.23	88.92	71.23				
MDU	10.45	57.04%	 279,063,900 	18.32	28.77	29.62	16.03				
MED	11.25	37.03%	 27,621,700 	30.38	41.63	43	27.68				
MEG	2.68	16.59%	 286,734,200 	16.15	18.83	19.05	15.04				
MEI	9.52	29.91%	 65,828,800 	31.83	41.35	42.75	24.8				
MEN	-0.58	-4.89%	 17,371,400 	11.85	11.27	13.11	10.98				
MEP	-2.67	-27.47%	 32,341,400 	9.72	7.05	9.72	3.9				
MER-K	-0.3	-1.18%	 16,955,900 	25.42	25.12	26.33	24.71				
MER-P	-0.23	-0.89%	 8,191,000 	25.94	25.71	26.9	25.31				
MET	5.68	11.78%	 1,854,627,500 	48.21	53.89	57.39	35.21				
MET-A	-1.77	-7.07%	 10,118,400 	25.05	23.28	25.86	23.18				
MFA	1.03	15.61%	 530,949,300 	6.6	7.63	8.01	5.78				
MFA-B	0.28	1.17%	 4,640,800 	23.95	24.23	26.04	22.57				
MFC	2.84	18.96%	 630,858,700 	14.98	17.82	18.73	11.38				
MFCB	-0.07	-3.47%	 12,730,900 	2.02	1.95	2.5	1.6				
MFD	-0.22	-1.89%	 7,548,200 	11.62	11.4	13.03	9.91				
MFG	-0.45	-11.14%	 135,665,100 	4.04	3.59	4.04	2.73				
MFL	-0.35	-2.41%	 25,680,200 	14.53	14.18	16.38	13.58				
MFM	-0.17	-2.50%	 24,150,200 	6.8	6.63	7.62	6.56				
MFO	-0.07	-0.27%	 2,472,300 	25.77	25.7	26.8	24.09				
MFS	5.53	40.07%	 168,424,400 	13.8	19.33	19.33	13.8				
MFT	-0.16	-1.13%	 6,499,400 	14.1	13.94	16.36	13.38				
MFV	0.26	4.90%	 4,061,700 	5.31	5.57	5.73	4.74				
MG	6.59	34.52%	 31,653,100 	19.09	25.68	26.07	18.65				
MGA	2.84	7.00%	 443,593,900 	40.56	43.4	46.93	31.37				
MGF	-0.26	-4.91%	 18,770,500 	5.3	5.04	5.5	4.94				
MGM	6.11	26.89%	 1,716,874,600 	22.72	28.83	29.95	16.56				
MGP	3.3	14.99%	 172,412,900 	22.01	25.31	27.11	21.76				
MGR	-1.41	-5.29%	 6,840,200 	26.66	25.25	27.24	25.12				
MGU	0.68	3.57%	 11,094,200 	19.05	19.73	23.12	15.96				
MH-A	-0.51	-1.94%	 3,145,500 	26.35	25.84	26.99	25.05				
MH-C	0.65	2.58%	 9,753,300 	25.17	25.82	26.9	22.42				
MHD	-0.93	-5.44%	 7,806,800 	17.11	16.18	19.15	15.77				
MHF	-0.63	-8.08%	 11,309,000 	7.8	7.17	8.41	7.04				
MHG	4.95	37.56%	 19,220,900 	13.18	18.13	18.5	12.61				
MHI	-1.19	-9.11%	 18,706,900 	13.06	11.87	14.68	11.73				
MHK	10.29	5.43%	 148,788,800 	189.39	199.68	216.22	151.78				
MHLA	0.5	2.01%	 6,850,400 	24.83	25.33	27.16	24.45				
MHN	-1.15	-7.90%	 15,612,000 	14.56	13.41	15.65	13.19				
MHNB	-0.93	-3.53%	 1,829,800 	26.33	25.4	26.78	24.85				
MHNC	0.04	0.15%	 2,196,600 	26.96	27	27.79	24.67				
MHO	3.26	14.87%	 45,628,100 	21.92	25.18	26.44	15.71				
MHO-A	0.12	0.47%	 1,209,200 	25.43	25.55	25.79	24.34				
MIC	9.1	12.53%	 147,565,600 	72.6	81.7	84.13	52.89				
MIE	0.43	4.11%	 43,639,600 	10.46	10.89	11.21	5.53				
MIN	-0.13	-2.84%	 73,319,200 	4.57	4.44	4.68	4.29				
MIT-A	2.14	9.61%	 1,324,200 	22.26	24.4	25.83	20.74				
MIT-B	1.87	8.52%	 3,051,300 	21.95	23.82	25.3	19.55				
MITT	4.27	33.26%	 46,517,900 	12.84	17.11	18.85	10.78				
MIXT	1.97	46.68%	 7,605,300 	4.22	6.19	6.74	3.4				
MIY	-0.37	-2.65%	 14,289,100 	13.96	13.59	15.61	13.33				
MJN	-8.19	-10.37%	 466,076,500 	78.95	70.76	93	67.64				
MKC	7.77	9.08%	 190,141,800 	85.56	93.33	107.07	79.78				
MKC.V	6.73	7.79%	 276,000 	86.37	93.1	107.05	79.53				
MKL	21.15	2.39%	 12,420,400 	883.35	904.5	982.84	810.26				
MLI	12.86	47.45%	 46,335,200 	27.1	39.96	40.87	23.83				
MLM	84.95	62.20%	 201,092,400 	136.58	221.53	233.52	117				
MLP	1.74	31.87%	 1,683,300 	5.46	7.2	7.95	5				
MLR	4.67	21.44%	 6,224,200 	21.78	26.45	27.7	19.1				
MMC	12.14	21.89%	 543,147,900 	55.45	67.59	69.77	51.29				
MMD	-0.53	-2.81%	 20,304,100 	18.83	18.3	20.97	18.11				
MMI	-2.42	-8.30%	 31,140,000 	29.14	26.72	29.77	19				
MMM	27.93	18.54%	 523,500,400 	150.64	178.57	181.42	136.96				
MMP	7.71	11.35%	 212,954,500 	67.92	75.63	77.4	56.97				
MMS	-0.46	-0.82%	 105,137,800 	56.25	55.79	60.14	45.25				
MMT	0.55	9.98%	 53,544,800 	5.51	6.06	6.28	5.28				
MMU	-0.46	-3.24%	 21,885,800 	14.18	13.72	15.57	13.07				
MN	-0.94	-11.07%	 23,567,600 	8.49	7.55	10.23	5.68				
MNE	-1.61	-10.61%	 2,515,200 	15.18	13.57	16.35	13.41				
MNI	1.08	8.93%	 29,475,500 	12.1	13.18	19.4	8.7				
MNK	-24.81	-33.24%	 544,131,100 	74.63	49.82	83.06	49.51				
MNP	-0.71	-4.55%	 7,217,500 	15.61	14.9	18.45	14.6				
MNR	4.78	45.70%	 81,451,500 	10.46	15.24	15.24	9.86				
MNR-B	-0.35	-1.35%	 734,800 	25.98	25.63	27.18	25.58				
MNR-C	-1.24	-4.99%	 3,532,900 	24.83	23.59	26.42	23.14				
MO	9.41	16.17%	 1,583,294,500 	58.21	67.62	69.87	57.2				
MOD	5.85	64.64%	 44,809,300 	9.05	14.9	16.3	6.01				
MODN	-2.31	-20.70%	 30,853,600 	11.16	8.85	13.76	7.35				
MOG.A	5.08	8.38%	 40,367,400 	60.6	65.68	71.78	39.11				
MOG.B	5.47	9.01%	 96,800 	60.69	66.16	71.81	39.16				
MOH	-5.87	-9.76%	 246,515,300 	60.13	54.26	67.72	45.34				
MON	6.69	6.79%	 914,441,400 	98.52	105.21	112.47	84.94				
MORE	1.06	10.86%	 248,878,600 	9.76	10.82	10.82	7.76				
MOS	1.74	6.31%	 1,425,924,500 	27.59	29.33	31.42	22.1				
MOV	3.04	11.82%	 43,201,800 	25.71	28.75	31.85	19.27				
MP-D	-0.39	-1.47%	 612,400 	26.49	26.1	27.9	25.21				
MPA	-0.44	-3.03%	 6,126,900 	14.54	14.1	16.65	13.88				
MPC	-1.49	-2.87%	 1,609,074,300 	51.84	50.35	51.84	30.73				
MPG	4.61	25.14%	 44,940,800 	18.34	22.95	22.95	11.16				
MPLX	-4.71	-11.98%	 426,627,200 	39.33	34.62	39.33	16.53				
MPSX	-3.09	-17.81%	 40,621,000 	17.35	14.26	17.4	12.48				
MPV	0.45	3.27%	 3,517,400 	13.75	14.2	16.12	13.02				
MPW	0.79	6.86%	 785,100,600 	11.51	12.3	15.8	9.86				
MPX	7.83	129.64%	 5,941,500 	6.04	13.87	14.49	5.22				
MQT	-0.47	-3.54%	 13,906,400 	13.28	12.81	14.92	12.42				
MQY	-1.11	-7.01%	 15,015,600 	15.83	14.72	17.09	14.37				
MRC	7.36	57.05%	 375,984,300 	12.9	20.26	22.01	8.71				
MRIN	-1.23	-34.36%	 33,336,100 	3.58	2.35	3.61	2.1				
MRK	6.05	11.45%	 2,588,885,700 	52.82	58.87	64.96	48.59				
MRO	4.72	37.49%	 5,792,335,900 	12.59	17.31	18.8	6.73				
MRT	-0.49	-4.23%	 23,193,100 	11.59	11.1	12	10.48				
MS	10.44	32.82%	 3,667,442,700 	31.81	42.25	43.73	21.69				
MS-A	2.21	10.63%	 32,554,200 	20.79	23	24.27	19.15				
MS-E	-0.5	-1.75%	 23,566,000 	28.63	28.13	30.59	26.75				
MS-F	-0.74	-2.66%	 22,140,000 	27.78	27.04	30.08	25.74				
MS-G	-1.41	-5.23%	 14,650,400 	26.95	25.54	28.17	25.25				
MS-I	-0.84	-3.16%	 31,451,700 	26.57	25.73	28.52	24.31				
MSA	25.86	59.49%	 32,851,100 	43.47	69.33	70.97	38.31				
MSB	6.18	136.73%	 13,635,100 	4.52	10.7	11.55	3.12				
MSCA	0.45	1.78%	 983,100 	25.27	25.72	26.56	24.94				
MSCI	6.65	9.22%	 175,220,200 	72.13	78.78	90.12	63.16				
MSD	0.53	6.18%	 14,595,800 	8.57	9.1	9.97	7.87				
MSF	0.33	2.57%	 5,676,000 	12.85	13.18	14.86	11.36				
MSG	9.71	6.00%	 34,666,900 	161.8	171.51	188.12	141				
MSGN	0.7	3.37%	 182,511,300 	20.8	21.5	21.75	15.04				
MSI	14.44	21.10%	 362,507,200 	68.45	82.89	84	60.36				
MSL	4.52	49.78%	 5,906,100 	9.08	13.6	14.35	6.73				
MSM	36.12	64.19%	 157,349,900 	56.27	92.39	94.73	56.27				
MSP	1.12	10.40%	 4,595,300 	10.77	11.89	12.08	9.86				
MT	3.08	72.99%	 4,155,809,600 	4.22	7.3	8.65	3.02				
MTB	35.25	29.09%	 244,696,700 	121.18	156.43	158.1	100.78				
MTB-C	27.5	2.67%	 31,000 	1030	1057.5	1125	1016.06				
MTB.P	80.55	7.94%	 17,500 	1015	1095.55	1095.55	950				
MTB.W	34.28	70.36%	 243,300 	48.72	83	83	31.46				
MTD	79.43	23.42%	 53,731,000 	339.13	418.56	429.91	298.14				
MTDR	5.99	30.30%	 418,968,000 	19.77	25.76	26.64	12.58				
MTG	1.36	15.40%	 1,441,730,900 	8.83	10.19	10.5	5.44				
MTH	0.81	2.38%	 93,278,800 	33.99	34.8	40.55	26.86				
MTL	4.09	249.39%	 74,387,600 	1.64	5.73	6.61	1.29				
MTL.P	0.86	330.77%	 11,345,900 	0.26	1.12	1.15	0.2				
MTN	33.32	26.03%	 86,527,000 	127.99	161.31	167.99	116.39				
MTOR	4.07	48.74%	 258,809,300 	8.35	12.42	13.28	6.11				
MTR	3.4	45.33%	 2,944,400 	7.5	10.9	12.35	6.55				
MTRN	11.6	41.43%	 32,675,400 	28	39.6	41	21.58				
MTT	-2.65	-10.93%	 7,100,100 	24.24	21.59	25.43	21.58				
MTU	-0.06	-0.96%	 439,381,600 	6.22	6.16	6.67	3.9				
MTW	-9.37	-61.04%	 728,608,900 	15.35	5.98	16.94	3.67				
MTX	31.39	68.45%	 54,026,100 	45.86	77.25	82.9	37.03				
MTZ	20.87	120.08%	 207,685,200 	17.38	38.25	40.05	12.75				
MUA	-0.8	-5.61%	 16,535,800 	14.27	13.47	15.84	13.13				
MUC	-0.77	-5.19%	 24,272,500 	14.85	14.08	16.29	13.65				
MUE	-0.12	-0.88%	 18,417,000 	13.61	13.49	15.14	12.75				
MUH	-0.66	-4.30%	 5,911,800 	15.35	14.69	17.12	14.5				
MUI	-0.37	-2.61%	 27,394,300 	14.17	13.8	15.62	13.65				
MUJ	-0.52	-3.60%	 17,357,600 	14.43	13.91	16.45	13.78				
MUR	8.68	38.66%	 1,022,334,500 	22.45	31.13	36.24	15.76				
MUS	-0.15	-1.09%	 10,198,400 	13.73	13.58	15.44	12.71				
MUSA	0.73	1.20%	 94,542,400 	60.74	61.47	79.29	54.24				
MUX	1.85	174.53%	 890,972,200 	1.06	2.91	4.79	1.01				
MVC	1.21	16.42%	 8,583,600 	7.37	8.58	8.73	6.82				
MVCB	0.59	2.40%	 1,921,800 	24.6	25.19	25.99	23.92				
MVO	1.36	27.93%	 9,242,700 	4.87	6.23	6.44	3.67				
MVT	-1.17	-7.13%	 10,276,500 	16.41	15.24	18.52	14.88				
MWA	4.71	54.77%	 302,260,000 	8.6	13.31	14.05	7.8				
MX	0.91	17.20%	 71,359,700 	5.29	6.2	9.02	3.28				
MXE	-1.59	-14.78%	 2,822,100 	10.76	9.17	11.4	9.07				
MXF	-1.59	-9.57%	 10,226,900 	16.62	15.03	18.12	13.81				
